Sample_id,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2
ID00633,2022-04-25,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00634,2022-04-25,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00635,2022-04-25,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00636,2022-04-27,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00637,2022-04-27,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00638,2022-04-27,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00639,2022-04-29,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00640,2022-04-28,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00641,2022-04-29,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00642,2022-04-30,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00643,2022-05-02,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00644,2022-05-04,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00645,2022-05-05,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00646,2022-05-05,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00647,2022-05-05,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00648,2022-05-06,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00649,2022-05-06,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00650,2022-05-02,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00651,2022-05-04,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00652,2022-05-04,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00653,2022-05-09,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00654,2022-05-11,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00655,2022-04-14,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00656,2022-04-17,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00657,2022-04-19,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00658,2022-05-05,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00659,2022-05-10,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00660,2022-05-12,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00661,2022-05-12,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00662,2022-05-13,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00663,2022-05-16,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00664,2022-05-16,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00665,2022-05-17,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00666,2022-05-18,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00667,2022-05-19,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00668,2022-05-27,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00669,2022-05-30,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00670,2022-05-30,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00671,2022-05-31,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00672,2022-05-31,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00673,2022-05-31,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00674,2022-05-31,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00675,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00676,2022-06-02,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00677,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00678,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00679,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00680,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00681,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00682,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00683,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00684,2022-06-02,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00685,2022-06-02,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00686,2022-06-03,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00687,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00688,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00689,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00690,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00691,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00692,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00693,2022-06-06,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
ID00694,2022-06-07,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1
