Sample_id,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2,Longitude,Latitude
ID00588,3/15/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00589,3/16/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00590,3/21/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00591,3/21/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00592,3/25/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00593,4/4/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00594,4/5/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00595,4/5/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00596,4/11/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00597,4/13/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00598,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00599,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00600,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00601,4/20/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00602,4/21/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00603,3/31/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00604,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00605,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00606,4/1/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00607,4/4/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00608,4/5/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00609,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00610,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00611,4/6/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00612,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00613,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00614,4/7/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00615,4/11/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00616,4/11/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00617,4/11/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00618,4/11/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00619,4/12/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00620,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00621,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00622,4/18/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00623,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00624,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00625,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00626,4/20/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00627,4/20/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00628,4/21/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00629,4/21/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00630,4/21/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00631,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00632,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00633,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00634,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00635,4/25/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00636,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00637,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00638,4/27/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00639,4/29/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00640,4/28/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00641,4/29/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00642,4/30/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00643,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00644,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00645,5/5/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00646,5/5/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00647,5/5/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00648,5/6/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00649,5/6/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00650,5/2/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00651,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00652,5/4/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00653,5/9/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00654,5/11/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00655,4/14/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00656,4/17/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00657,4/19/22,2022-04,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00658,5/5/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00659,5/10/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00660,5/12/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00661,5/12/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00662,5/13/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00663,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00664,5/16/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00665,5/17/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00666,5/18/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00667,5/19/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00668,5/27/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00669,5/30/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00670,5/30/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00671,5/31/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00672,5/31/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00673,5/31/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00674,5/31/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00675,6/1/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00676,6/2/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00677,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00678,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00679,6/1/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00680,6/1/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00681,6/1/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00682,6/1/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00683,6/1/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00684,6/2/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00685,6/2/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00686,6/3/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00687,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00688,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00689,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00690,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00691,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00692,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00693,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00694,6/7/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00695,6/7/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00696,6/7/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00697,5/21/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00698,5/21/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00699,5/26/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00700,6/7/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00701,6/7/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00702,5/26/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00703,5/30/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00704,5/30/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00705,5/30/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00706,5/30/22,2022-05,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00707,6/6/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00708,6/8/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00709,6/9/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00710,6/10/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00711,6/10/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00712,6/11/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00713,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00714,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00715,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00716,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00717,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00718,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00719,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00720,6/15/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00721,6/15/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00722,6/15/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00723,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00724,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00725,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00726,6/17/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00727,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00728,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00729,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00730,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00731,6/21/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00732,6/22/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00733,6/23/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00734,6/24/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00735,6/24/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00736,6/25/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00737,6/25/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00738,6/27/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00739,6/13/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00740,6/16/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00741,6/28/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00742,6/28/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00743,6/28/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00744,6/29/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00745,6/29/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00746,6/29/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00747,6/29/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00748,6/29/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00749,6/29/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00750,6/30/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00751,7/1/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00752,7/2/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00753,7/3/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00754,7/3/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00755,7/5/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00756,7/5/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00757,7/5/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00758,6/8/22,2022-06,2022-Q2,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00759,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00760,7/6/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00761,7/6/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00762,7/7/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00763,7/7/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00764,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00765,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00766,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00767,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00768,7/8/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00769,7/11/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00770,7/11/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00771,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00772,7/13/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00773,7/14/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00774,7/15/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00775,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00776,7/27/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00777,7/17/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00778,7/17/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00779,7/29/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00780,7/20/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00781,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00782,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00783,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00784,7/22/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00785,7/25/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00786,7/25/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00787,7/26/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00788,7/26/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00789,7/26/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00790,7/27/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00791,7/27/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00792,7/28/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00793,7/28/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00794,7/19/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00795,7/29/22,2022-07,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00796,8/1/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00797,8/1/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00798,8/1/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00799,8/1/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00800,8/2/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00801,8/2/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00802,8/4/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00803,8/4/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00804,8/5/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00805,8/8/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00806,8/11/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00807,8/11/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00808,8/11/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00809,8/4/22,2022-08,2022-Q3,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00810,8/16/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00811,8/17/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00812,8/18/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00813,8/23/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00814,8/24/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00815,8/26/22,2022-08,2022-Q3,2022,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00816,9/23/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00817,9/24/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00818,9/24/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00819,9/24/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00820,9/25/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00821,9/25/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00822,9/25/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00823,9/28/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00824,9/28/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00825,9/29/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00826,9/29/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00827,9/29/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00828,9/29/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00829,9/30/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00830,9/30/20,2020-09,2020-Q3,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00831,10/1/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00832,10/1/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00833,10/1/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00834,10/1/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00835,10/2/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00836,10/2/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00837,10/2/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00838,10/5/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00839,10/5/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00840,10/6/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00841,10/6/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00842,10/6/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00843,10/8/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00844,10/8/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00845,10/9/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
ID00846,10/10/20,2020-10,2020-Q4,2020,Region 1,Department 3,Municipality 3,-77.883,2.567
